id,pdf_link
250274,
250450,
250454,
250601,
250605,
250613,
250841,
250844,
250852,
250878,
250885,
250892,
250941,
250966,
250969,
250974,
250980,
251077,
251084,
251096,
251098,
251100,
251121,
251127,
251131,
251133,
251140,
251181,
251225,
251227,
251230,
251234,
251236,
251240,
251248,
251271,
251341,
251344,
251349,
251478,
251545,
251799,
251803,
251880,
251915,
251947,
252001,
252007,
252010,
252023,
252025,
252052,
252070,
252074,
252081,
252238,
252240,
252242,
252506,
252512,
252727,
252729,
252743,
253435,
253439,
253517,
253575,
253578,
253583,
253619,
253646,
253856,
253883,
253951,
253997,
254012,
254017,
254045,
254049,
254051,
254055,
254057,
254059,
254062,
254064,
254074,
254076,
254184,
254186,
254282,
254286,
254289,
254292,
254520,
254537,
254557,
254573,
254728,
254732,
254734,
254739,
254748,
254790,
254792,
254884,
254889,
255004,
255044,
255093,
255205,
255212,
255215,
255241,
255250,
255275,
255310,
255315,
255415,
255417,
255467,
255473,
255478,
255596,
255598,
255601,
255603,
255606,
255609,
255611,
255613,
255617,
255622,
255630,
255789,
255791,
255793,
255797,
255799,
255801,
256020,
256057,
256248,
256250,
256293,
256300,
256365,
256367,
256369,
256407,
256528,
256564,
256567,
256569,
256617,
256629,
256937,https://www.ft.dk/samling/20141/spoergsmaal/S102/svar/1164396/1411279.pdf
257379,
257430,
257586,
257650,
257655,
257661,
257862,
257869,
257876,
257894,
257943,
258046,
258073,
258157,
258160,
258166,
258171,
258173,
258316,
258404,
258415,
258443,
258445,
258665,
258673,
258684,
258740,
258822,
258824,
258826,
258829,
259231,
259237,
259245,
259250,
259285,
259310,
259314,
259316,
259349,
259351,
259477,
259479,
259482,
259487,
259493,
259499,
259503,
259505,
259508,
259510,
259516,
259523,
259527,
259533,
259535,
259570,
259660,
259711,
259821,
259825,
259827,
259831,
259833,
259835,
259837,
259839,
259861,
259863,
260031,
260051,
260104,
260181,
260258,
260264,
260266,
260268,
260277,
260288,
260304,
260306,
260309,
260393,
260395,
260397,
260400,
260416,
260419,
260425,
260433,
260586,
260589,
260660,
260683,
260732,
260743,
260845,
260847,
261169,
261173,
261175,
261203,
261275,
261278,
261280,
261284,
261298,
261344,
261351,
261364,
261373,
261392,
261394,
261396,
261405,
261413,
261459,
261638,
261640,
