id,pdf_link
956488,https://www.ft.dk/samling/20211/almdel/epi/spm/51/svar/1835418/2493003.pdf
956517,https://www.ft.dk/samling/20211/spoergsmaal/s257/svar/1835469/2493072.pdf
956713,https://www.ft.dk/samling/20211/lovforslag/l89/spm/34/svar/1835779/2493584.pdf
956718,https://www.ft.dk/samling/20211/lovforslag/l89/spm/33/svar/1835787/2493593.pdf
957432,https://www.ft.dk/samling/20211/lovforslag/l25/bilag/0/2495498.pdf
958164,https://www.ft.dk/samling/20211/lovforslag/l88/bilag/0/2497289.pdf
958248,https://www.ft.dk/samling/20211/almdel/sau/spm/107/svar/1837829/2497469.pdf
958667,https://www.ft.dk/samling/20211/almdel/uru/spm/37/svar/1838451/2498425.pdf
959311,https://www.ft.dk/samling/20211/lovforslag/l76/spm/1/svar/1839374/2500013.pdf
959314,https://www.ft.dk/samling/20211/almdel/mof/bilag/0/2500020.pdf
959317,https://www.ft.dk/samling/20211/almdel/sau/spm/134/svar/1839397/2500029.pdf
960258,https://www.ft.dk/samling/20211/spoergsmaal/s289/svar/1840602/2502570.pdf
961175,https://www.ft.dk/samling/20211/almdel/fiu/spm/60/svar/1841850/2504843.pdf
961185,https://www.ft.dk/samling/20211/spoergsmaal/s293/svar/1841870/2504865.pdf
961191,https://www.ft.dk/samling/20211/lovforslag/l1/spm/68/svar/1841881/2504879.pdf
961309,https://www.ft.dk/samling/20211/spoergsmaal/s310/svar/1842020/2505154.pdf
961998,https://www.ft.dk/samling/20211/almdel/sau/spm/189/svar/1842838/2506788.pdf
962290,https://www.ft.dk/samling/20211/almdel/tru/bilag/0/2507468.pdf
962744,https://www.ft.dk/samling/20211/lovforslag/l1/spm/60/svar/1843718/2508544.pdf
963268,https://www.ft.dk/samling/20211/almdel/mof/bilag/0/2509784.pdf
963284,https://www.ft.dk/samling/20211/almdel/sou/spm/107/svar/1844480/2509818.pdf
963286,https://www.ft.dk/samling/20211/almdel/sau/spm/169/svar/1844487/2509823.pdf
963313,https://www.ft.dk/samling/20211/almdel/uui/spm/150/svar/1844529/2509872.pdf
963316,https://www.ft.dk/samling/20211/almdel/tru/spm/107/svar/1844537/2509880.pdf
963376,https://www.ft.dk/samling/20211/almdel/reu/spm/363/svar/1844617/2510052.pdf
963996,https://www.ft.dk/samling/20211/beslutningsforslag/b25/spm/39/svar/1845408/2511608.pdf
964060,https://www.ft.dk/samling/20211/almdel/euu/spm/61/svar/1845515/2511852.pdf
964376,https://www.ft.dk/samling/20211/almdel/sou/spm/129/svar/1845989/2512558.pdf
966031,https://www.ft.dk/samling/20211/almdel/kuu/spm/131/svar/1848286/2516731.pdf
966156,https://www.ft.dk/samling/20211/almdel/kuu/spm/150/svar/1848489/2517032.pdf
966162,https://www.ft.dk/samling/20211/almdel/epi/spm/134/svar/1848505/2517043.pdf
966589,https://www.ft.dk/samling/20211/almdel/uui/spm/180/svar/1849228/2518055.pdf
967297,https://www.ft.dk/samling/20211/almdel/sou/spm/132/svar/1850221/2519883.pdf
967320,https://www.ft.dk/samling/20211/spoergsmaal/s417/svar/1850253/2519946.pdf
967561,https://www.ft.dk/samling/20211/almdel/eru/spm/147/svar/1850638/2520555.pdf
968169,https://www.ft.dk/samling/20211/almdel/beu/spm/116/svar/1851467/2522052.pdf
968270,https://www.ft.dk/samling/20211/almdel/tru/spm/215/svar/1851576/2522289.pdf
968408,https://www.ft.dk/samling/20211/almdel/uui/spm/153/svar/1851789/2522657.pdf
968870,https://www.ft.dk/samling/20211/almdel/beu/spm/165/svar/1852713/2523856.pdf
968921,https://www.ft.dk/samling/20211/almdel/buu/bilag/0/2523993.pdf
968990,https://www.ft.dk/samling/20211/almdel/buu/spm/70/svar/1852969/2524144.pdf
969275,https://www.ft.dk/samling/20211/almdel/tru/spm/241/svar/1853325/2524970.pdf
969346,https://www.ft.dk/samling/20211/almdel/eru/spm/156/svar/1853429/2525143.pdf
969417,https://www.ft.dk/samling/20211/almdel/reu/spm/446/svar/1853524/2525306.pdf
969461,https://www.ft.dk/samling/20211/almdel/mof/bilag/0/2525427.pdf
969607,https://www.ft.dk/samling/20211/almdel/fiu/spm/122/svar/1853829/2525780.pdf
969857,https://www.ft.dk/samling/20211/almdel/tru/spm/211/svar/1854190/2526477.pdf
969903,https://www.ft.dk/samling/20211/almdel/kuu/bilag/0/2526583.pdf
970648,https://www.ft.dk/samling/20211/almdel/sou/spm/163/svar/1855254/2528430.pdf
970652,https://www.ft.dk/samling/20211/almdel/sou/spm/166/svar/1855261/2528439.pdf
971157,https://www.ft.dk/samling/20211/almdel/suu/spm/307/svar/1855929/2529743.pdf
971480,https://www.ft.dk/samling/20211/almdel/mof/spm/548/svar/1856404/2530500.pdf
971978,https://www.ft.dk/samling/20211/almdel/reu/spm/511/svar/1857615/2531880.pdf
972168,https://www.ft.dk/samling/20211/almdel/gru/spm/47/svar/1857946/2532321.pdf
972171,https://www.ft.dk/samling/20211/lovforslag/l47/spm/40/svar/1857953/2532325.pdf
972471,https://www.ft.dk/samling/20211/almdel/euu/spm/97/svar/1858425/2533190.pdf
972946,https://www.ft.dk/samling/20211/almdel/bou/bilag/0/2534417.pdf
973964,https://www.ft.dk/samling/20211/almdel/tru/spm/232/svar/1861226/2536891.pdf
974245,https://www.ft.dk/samling/20211/spoergsmaal/s532/svar/1861573/2537734.pdf
974788,https://www.ft.dk/samling/20211/almdel/kef/spm/125/svar/1862351/2539116.pdf
975514,https://www.ft.dk/samling/20211/almdel/reu/spm/592/svar/1863355/2540952.pdf
975791,https://www.ft.dk/samling/20211/almdel/uui/spm/258/svar/1863720/2541600.pdf
975813,https://www.ft.dk/samling/20211/almdel/mof/spm/615/svar/1863794/2541659.pdf
977035,https://www.ft.dk/samling/20211/almdel/buu/spm/117/svar/1865477/2544521.pdf
977341,https://www.ft.dk/samling/20211/almdel/mof/bilag/0/2545384.pdf
977583,https://www.ft.dk/samling/20211/lovforslag/l132/spm/4/svar/1866253/2545999.pdf
978118,https://www.ft.dk/samling/20211/beslutningsforslag/b34/spm/13/svar/1866917/2547326.pdf
978146,https://www.ft.dk/samling/20211/almdel/beu/spm/212/svar/1866977/2547389.pdf
978174,https://www.ft.dk/samling/20211/almdel/sou/spm/252/svar/1867022/2547466.pdf
978525,https://www.ft.dk/samling/20211/almdel/sou/spm/270/svar/1867569/2548404.pdf
978748,https://www.ft.dk/samling/20211/almdel/sou/spm/259/svar/1867836/2548932.pdf
978760,https://www.ft.dk/samling/20211/almdel/kef/spm/141/svar/1867866/2548960.pdf
978781,https://www.ft.dk/samling/20211/almdel/suu/spm/553/svar/1867907/2548997.pdf
979195,https://www.ft.dk/samling/20211/almdel/reu/spm/641/svar/1868678/2549875.pdf
979880,https://www.ft.dk/samling/20211/lovforslag/l141/spm/1/svar/1869560/2551605.pdf
979884,https://www.ft.dk/samling/20211/almdel/sau/bilag/0/2551618.pdf
979918,https://www.ft.dk/samling/20211/almdel/mof/spm/706/svar/1869625/2551693.pdf
980029,https://www.ft.dk/samling/20211/almdel/mof/spm/731/svar/1869768/2551978.pdf
980069,https://www.ft.dk/samling/20211/almdel/beu/bilag/0/2552079.pdf
980497,https://www.ft.dk/samling/20211/spoergsmaal/s624/svar/1870489/2553089.pdf
980684,https://www.ft.dk/samling/20211/almdel/fiu/spm/141/svar/1870820/2553614.pdf
980688,https://www.ft.dk/samling/20211/almdel/tru/spm/392/svar/1870837/2553620.pdf
981038,https://www.ft.dk/samling/20211/almdel/uru/spm/137/svar/1871404/2554478.pdf
981601,https://www.ft.dk/samling/20211/lovforslag/l116/bilag/0/2555811.pdf
981944,https://www.ft.dk/samling/20211/almdel/fiu/spm/186/svar/1872547/2556778.pdf
982199,https://www.ft.dk/samling/20211/almdel/euu/spm/159/svar/1872893/2557367.pdf
982489,https://www.ft.dk/samling/20211/almdel/sau/spm/404/svar/1873323/2558062.pdf
982853,https://www.ft.dk/samling/20211/almdel/euu/spm/135/svar/1873814/2558949.pdf
982860,https://www.ft.dk/samling/20211/almdel/euu/bilag/0/2558961.pdf
982864,https://www.ft.dk/samling/20211/almdel/fiu/spm/227/svar/1873854/2558970.pdf
982869,https://www.ft.dk/samling/20211/almdel/fiu/spm/193/svar/1873864/2558980.pdf
982875,https://www.ft.dk/samling/20211/almdel/reu/bilag/0/2558991.pdf
983486,https://www.ft.dk/samling/20211/almdel/kef/spm/231/svar/1874713/2560379.pdf
983722,https://www.ft.dk/samling/20211/almdel/kef/spm/295/svar/1875056/2560952.pdf
984612,https://www.ft.dk/samling/20211/almdel/suu/spm/450/svar/1876253/2562984.pdf
985942,https://www.ft.dk/samling/20211/almdel/suu/spm/488/svar/1878566/2566247.pdf
985952,https://www.ft.dk/samling/20211/almdel/suu/spm/599/svar/1878591/2566277.pdf
985984,https://www.ft.dk/samling/20211/almdel/ulø/spm/53/svar/1878651/2566389.pdf
985989,https://www.ft.dk/samling/20211/almdel/suu/spm/583/svar/1878660/2566397.pdf
986123,https://www.ft.dk/samling/20211/almdel/kef/spm/272/svar/1878839/2566764.pdf
986369,https://www.ft.dk/samling/20211/almdel/tru/bilag/0/2567360.pdf
986375,https://www.ft.dk/samling/20211/almdel/eru/spm/281/svar/1879318/2567373.pdf
986406,https://www.ft.dk/samling/20211/almdel/sau/spm/465/svar/1879384/2567458.pdf
986419,https://www.ft.dk/samling/20211/almdel/euu/spm/181/svar/1879439/2567476.pdf
986423,https://www.ft.dk/samling/20211/almdel/euu/spm/196/svar/1879450/2567486.pdf
986811,https://www.ft.dk/samling/20211/almdel/mof/bilag/0/2568388.pdf
987203,https://www.ft.dk/samling/20211/almdel/suu/bilag/0/2569167.pdf
987541,https://www.ft.dk/samling/20211/almdel/fiu/spm/247/svar/1880966/2569927.pdf
987546,https://www.ft.dk/samling/20211/almdel/suu/spm/616/svar/1880984/2569935.pdf
987587,https://www.ft.dk/samling/20211/almdel/fiu/spm/177/svar/1881050/2570013.pdf
987624,https://www.ft.dk/samling/20211/lovforslag/l193/spm/30/svar/1881106/2570123.pdf
987660,https://www.ft.dk/samling/20211/almdel/mof/spm/847/svar/1881151/2570175.pdf
987791,https://www.ft.dk/samling/20211/almdel/mof/bilag/0/2570442.pdf
987799,https://www.ft.dk/samling/20211/lovforslag/l146/bilag/0/2570461.pdf
987805,https://www.ft.dk/samling/20211/lovforslag/l146/spm/8/svar/1881360/2570471.pdf
988823,https://www.ft.dk/samling/20211/lovforslag/l165/spm/6/svar/1882760/2572924.pdf
988842,https://www.ft.dk/samling/20211/almdel/reu/spm/788/svar/1882786/2572964.pdf
989080,https://www.ft.dk/samling/20211/lovforslag/l163/spm/2/svar/1883114/2573526.pdf
989154,https://www.ft.dk/samling/20211/lovforslag/l161/bilag/0/2573681.pdf
990344,https://www.ft.dk/samling/20211/almdel/mof/spm/886/svar/1884886/2576767.pdf
990481,https://www.ft.dk/samling/20211/almdel/reu/spm/880/svar/1885047/2577066.pdf
990629,https://www.ft.dk/samling/20211/almdel/suu/spm/674/svar/1885246/2577489.pdf
990723,https://www.ft.dk/samling/20211/almdel/eru/bilag/0/2577659.pdf
991322,https://www.ft.dk/samling/20211/almdel/sau/spm/499/svar/1886260/2579175.pdf
991709,https://www.ft.dk/samling/20211/almdel/uui/bilag/0/2580128.pdf
992513,https://www.ft.dk/samling/20211/almdel/fiu/spm/230/svar/1887913/2582048.pdf
992627,https://www.ft.dk/samling/20211/almdel/bou/spm/217/svar/1888086/2582356.pdf
992695,https://www.ft.dk/samling/20211/lovforslag/l191/spm/18/svar/1888165/2582509.pdf
992717,https://www.ft.dk/samling/20211/almdel/suu/spm/708/svar/1888200/2582558.pdf
993475,https://www.ft.dk/samling/20211/almdel/suu/bilag/0/2584747.pdf
993589,https://www.ft.dk/samling/20211/almdel/sau/spm/565/svar/1889345/2585022.pdf
993598,https://www.ft.dk/samling/20211/almdel/fiu/spm/229/svar/1889360/2585040.pdf
993776,https://www.ft.dk/samling/20211/almdel/reu/spm/844/svar/1889618/2585476.pdf
993922,https://www.ft.dk/samling/20211/lovforslag/l174/bilag/0/2585813.pdf
993947,https://www.ft.dk/samling/20211/almdel/ufu/spm/169/svar/1889883/2585858.pdf
993986,https://www.ft.dk/samling/20211/almdel/reu/spm/907/svar/1889974/2585930.pdf
994401,https://www.ft.dk/samling/20211/lovforslag/l153/spm/52/svar/1890549/2587235.pdf
996653,https://www.ft.dk/samling/20211/almdel/mof/spm/1011/svar/1893464/2593151.pdf
996656,https://www.ft.dk/samling/20211/almdel/mof/spm/1028/svar/1893472/2593156.pdf
996686,https://www.ft.dk/samling/20211/almdel/ulø/spm/65/svar/1893519/2593260.pdf
996699,https://www.ft.dk/samling/20211/aktstykke/aktstk.274/spm/1/svar/1893537/2593285.pdf
996999,https://www.ft.dk/samling/20211/almdel/tru/spm/338/svar/1893895/2594096.pdf
